ROWNUM	COUNTY	YEAR	ROUTE	DATE1	DATE2	HABHM	HABP	HABO	HABB	HABCH	VEHICLES	DCCO	GBHE	GRHE	BLVU	TUVU	CAGO	WODU	MALL	OSPR	SSHA	COHA	acsp	RSHA	BWHA	RTHA	WITU	NOBO	KILL	ROPI	MODO	YBCU	EASO	GHOW	BAOW	CONI	CWWI	WPWI	CHSW	RTHU	BEKI	RHWO	RBWO	DOWO	HAWO	NOFL	PIWO	EAWP	ACFL	WIFL	EAPH	GCFL	EAKI	LOSH	WEVI	YTVI	BHVI	WAVI	REVI	BLJA	AMCR	FICR	PUMA	TRSW	NRWS	CLSW	BARS	CACH	TUTI	WBNU	BHNU	CARW	HOWR	BGGN	EABL	WOTH	AMRO	GRCA	NOMO	BRTH	EUST	CEDW	NOPA	YEWA	YTWA	PIWA	PRAW	BAWW	AMRE	PROW	OVEN	LOWA	KEWA	COYE	HOWA	YBCH	SUTA	SCTA	EATO	CHSP	FISP	GRSP	SOSP	NOCA	BLGR	INBU	DICK	RWBL	EAME	COGR	BHCO	OROR	BAOR	HOFI	AMGO	HOSP	SPX1	SPX2	TOTALRT
208	CHATHAM 	2003	6	7/6	67	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	1	14	1	0	1	1	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	1	6	0	0	10	0	0	15	2	4	0	9	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	16	1	0	0	24	4	20	0	4	7	7	0	1	0	0	10	0	0	0	237
209	CHATHAM 	2003	7	6/28	59	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	16	3	0	0	0	0	0	1	6	2	0	0	8	1	0	1	0	8	2	0	0	0	0	0	2	2	0	0	21	7	29	0	0	0	0	0	2	2	10	0	0	11	0	12	0	10	0	0	13	0	25	0	0	0	1	5	0	0	0	0	1	0	1	3	5	8	7	0	9	9	0	1	0	28	7	18	0	1	2	8	3	2	0	1	3	0	0	0	319
210	CHATHAM 	2003	8	6/22	53	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	11	4	1	0	0	0	0	1	4	1	0	0	7	3	0	1	0	6	0	0	0	0	0	0	1	0	0	0	6	2	47	0	0	0	0	0	10	2	7	0	2	3	0	5	6	5	23	0	5	0	1	0	0	0	0	2	0	0	0	0	10	0	0	3	0	9	6	0	7	26	1	0	0	26	2	11	0	0	17	45	4	0	0	0	7	0	0	0	342
211	CHATHAM 	2003	9	6/22	53	X	X	X	X	X	X	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	22	5	0	0	0	0	0	0	5	1	0	0	12	2	1	0	1	3	1	0	2	4	0	0	1	0	0	0	21	9	26	2	0	0	0	0	0	11	22	1	3	40	0	17	4	14	9	0	2	12	1	0	10	0	0	24	5	0	0	0	2	1	0	2	4	4	3	3	5	10	1	0	0	47	6	10	0	2	0	0	2	2	0	10	17	0	0	0	428
212	CHATHAM 	2003	10	6/22	53	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	3	0	0	1	1	0	0	0	0	0	0	7	3	20	0	0	0	0	0	1	3	7	0	0	12	0	8	2	8	1	0	4	2	1	0	5	0	0	4	0	0	0	0	1	0	0	2	0	4	1	0	4	4	1	0	0	14	3	8	0	1	1	1	2	0	0	3	3	1	0	0	166
213	CHATHAM 	2003	11	6/29	60	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	13	3	0	0	0	0	0	1	3	0	0	0	4	0	0	1	1	6	0	0	0	0	0	0	3	0	0	0	18	4	36	0	1	0	0	0	2	3	10	1	0	19	0	3	13	5	2	2	3	0	0	0	2	0	0	5	0	0	0	0	1	0	0	9	0	2	3	0	4	3	0	0	0	24	0	18	0	0	0	0	0	0	0	0	2	0	0	0	233
214	CHATHAM 	2003	12	6/21	52	X	X	X	X	X	X	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	12	2	0	0	0	0	0	0	3	1	0	0	6	1	0	0	0	5	1	0	4	4	1	0	0	1	0	0	5	4	16	0	0	0	0	0	12	6	6	0	1	17	0	3	12	4	5	0	13	0	0	0	1	0	0	1	0	0	0	0	3	0	0	2	0	3	1	1	5	19	0	0	0	13	4	15	0	5	8	10	3	0	0	1	4	0	0	0	248
215	CHATHAM 	2003	13	6/29	60	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	8	34	0	0	0	0	0	0	5	4	0	0	6	0	0	8	7	8	0	13	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	25	0	9	0	0	7	0	0	0	0	0	3	8	0	0	230
216	CHATHAM 	2003	14	6/1	32	X	X	X	X	X	X	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	10	0	0	0	4	1	0	0	0	4	0	0	1	1	1	0	1	1	0	0	1	1	10	1	15	0	0	0	3	3	9	0	2	24	0	9	1	0	2	0	3	1	0	0	0	0	0	15	0	1	0	0	0	0	0	0	1	0	0	2	7	9	1	0	0	21	4	6	0	0	0	4	2	0	0	1	5	0	0	0	209
217	CHATHAM 	2003	TOTALSP	X	709	X	X	X	X	X	X	1	4	1	0	5	3	8	0	1	0	0	0	8	0	5	1	12	4	0	185	28	1	0	1	0	0	8	87	9	1	0	77	17	3	6	9	77	9	0	13	23	4	0	12	9	1	0	138	70	390	3	16	0	0	0	39	62	172	8	9	212	0	87	79	76	85	6	91	21	77	4	21	0	4	120	13	1	0	0	43	1	1	34	17	62	37	15	90	141	14	1	4	351	55	184	0	23	59	141	19	8	0	33	104	9	0	0	3883
218	CHATHAM 	2003	FREQSP	X	14	X	X	X	X	X	X	1	3	1	0	3	2	1	0	1	0	0	0	5	0	5	1	5	3	0	14	9	1	0	1	0	0	5	12	6	1	0	12	8	3	5	7	14	6	0	7	9	4	0	9	6	1	0	13	13	14	2	2	0	0	0	8	14	14	5	5	14	0	10	12	12	12	3	14	5	10	1	5	0	2	12	5	1	0	0	11	1	1	10	4	11	11	8	14	13	9	1	1	14	10	14	0	9	9	10	9	4	0	7	12	2	0	0	13
219	CHATHAM 	2004	1	6/13	44	0.25	0.15	0.15	0.3	0.15	X	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	1	1	0	0	0	6	2	0	0	3	1	2	0	0	0	0	0	0	1	0	0	9	1	18	2	0	0	0	0	0	6	13	3	0	14	0	16	2	9	0	0	2	4	3	0	6	0	3	17	0	0	0	0	4	0	0	0	2	0	1	0	6	0	0	0	0	30	0	1	0	0	0	1	2	0	0	0	12	0	0	0	210
220	CHATHAM 	2004	2	5/23	23	0.325	0.15	0.1	0.325	0.15	X	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	17	1	0	0	1	0	2	0	7	2	0	0	6	2	0	0	1	3	2	0	0	1	0	0	2	0	0	0	8	6	14	0	1	0	1	0	0	11	12	0	1	12	1	20	3	3	3	0	5	2	1	0	2	0	0	8	3	1	0	0	2	0	0	10	0	5	4	3	10	8	2	0	0	25	3	10	0	0	0	7	5	0	0	2	5	0	0	0	269
221	CHATHAM 	2004	3	5/31	31	0.1	0.175	0.225	0.2	0	22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	2	0	0	0	0	2	0	0	0	0	0	7	1	1	2	0	2	0	0	1	6	0	0	2	0	0	0	15	4	11	0	3	0	0	0	0	0	12	0	1	17	0	2	1	13	9	0	6	1	0	0	0	0	0	11	5	0	0	0	3	0	0	5	0	8	8	1	14	8	1	0	0	17	7	9	0	2	2	10	0	5	0	0	2	0	0	0	248
222	CHATHAM 	2004	4	6/13	44	0.3	0.05	0.225	0.35	0.025	X	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	6	0	0	0	0	0	4	1	1	0	0	3	0	0	0	0	6	1	0	0	7	0	0	1	0	0	0	5	3	36	0	0	0	0	0	4	2	6	0	0	18	0	7	5	8	2	0	2	1	12	0	0	0	0	2	2	0	0	0	1	0	0	4	0	8	0	2	6	14	2	0	0	24	2	14	0	3	1	5	0	1	0	0	3	0	0	0	252
223	CHATHAM 	2004	5	6/6	37	0.225	0.025	0.375	0.15	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	5	0	0	16	4	0	0	0	0	0	0	2	1	0	0	9	1	0	0	0	6	0	0	0	1	0	0	1	0	0	0	6	2	22	0	0	0	1	0	0	1	18	0	0	32	0	4	7	3	5	0	23	1	0	0	0	0	0	0	2	0	0	0	0	1	0	4	0	4	6	0	5	12	3	0	0	23	8	17	0	5	10	0	0	1	0	2	1	0	0	0	278
224	CHATHAM 	2004	6	6/20	51	0.15	0.025	0.325	0.475	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	1	0	0	0	0	0	0	0	1	2	36	0	0	0	0	0	0	2	7	0	0	6	0	0	21	3	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	29	1	17	0	3	7	5	0	0	0	0	7	0	0	0	201
225	CHATHAM 	2004	7	6/19	50	0.525	0.05	0.225	0.025	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	24	5	0	0	0	0	0	1	4	0	0	0	9	2	0	1	0	6	0	0	1	0	5	0	8	1	0	0	23	4	17	0	0	0	0	0	3	6	10	1	0	21	0	13	7	12	0	0	9	3	0	0	2	0	1	1	0	0	0	0	6	0	0	4	4	6	2	4	5	10	0	3	0	33	5	12	0	5	2	23	0	3	0	0	1	0	0	0	332
226	CHATHAM 	2004	8	6/27	58	0.3	0	0.1	0.35	0	9	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	11	0	0	0	0	0	0	1	3	0	0	0	10	3	0	0	0	3	0	0	1	0	0	0	0	5	0	0	5	3	54	0	0	0	0	0	3	0	2	0	0	10	0	5	2	9	15	0	7	1	0	0	0	0	0	4	0	0	0	0	7	0	0	1	0	6	0	0	10	11	0	0	0	27	1	12	0	1	4	0	3	1	0	0	13	0	0	0	262
227	CHATHAM 	2004	9	X	X	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X
228	CHATHAM 	2004	10	6/13	44	0.3	0	0.275	0.325	0.025	X	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	1	11	3	0	0	1	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	4	22	2	0	0	0	0	13	2	4	0	0	22	0	6	9	5	4	1	3	0	3	0	0	0	0	1	0	0	0	0	2	0	0	1	0	2	3	0	2	5	0	0	0	17	4	11	0	0	1	3	1	0	0	9	3	2	0	0	200
229	CHATHAM 	2004	11	X	X	0	0	0	0	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	X
230	CHATHAM 	2004	12	6/13	44	0.4	0	0.275	0.275	0	13	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	17	8	0	0	0	0	0	0	6	0	0	0	7	0	2	0	0	5	1	0	0	8	0	0	0	0	0	0	3	9	31	0	5	0	0	0	8	1	5	1	0	15	0	4	8	7	3	0	13	0	0	0	1	0	0	1	0	0	0	0	2	1	0	3	0	6	4	2	4	13	0	0	0	14	4	8	0	7	7	0	7	2	0	0	5	0	0	0	265
231	CHATHAM 	2004	13	6/27	58	0.225	0.175	0.15	0.45	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	34	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	36	0	0	0	0	0	0	12	5	0	0	9	0	0	10	2	8	0	20	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	8	37	0	13	0	0	6	0	0	0	0	3	0	6	0	0	273
232	CHATHAM 	2004	14	5/31	31	0.375	0.225	0.1	0.25	0.025	44	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	15	2	0	0	0	0	0	0	2	1	0	0	3	1	0	2	0	2	0	0	1	2	0	0	1	0	0	0	0	1	15	0	4	0	0	0	1	5	8	0	1	23	0	13	6	1	4	0	3	0	19	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	1	2	4	9	1	0	0	18	4	5	0	1	1	14	2	0	0	5	8	0	0	0	228
233	CHATHAM 	2004	TOTALSP	X	515	0.29	0.085	0.21	0.29	0.031	149	0	4	5	4	2	3	2	0	0	0	0	0	5	1	1	0	18	1	4	161	31	0	0	2	0	4	9	60	5	0	0	70	12	3	5	4	41	8	0	7	26	5	0	15	7	0	0	86	49	312	4	13	0	2	0	32	48	102	5	3	199	1	90	81	75	57	1	103	13	50	0	11	0	4	62	12	1	0	0	28	2	0	32	6	46	29	14	82	98	9	3	8	294	39	129	0	27	41	68	20	13	0	21	60	8	0	0	3018
234	CHATHAM 	2004	FREQSP	X	10	X	X	X	X	X	8	0	1	3	1	2	2	1	0	0	0	0	0	3	1	1	0	7	1	2	12	8	0	0	2	0	2	5	9	4	0	0	11	7	2	3	2	10	5	0	6	7	1	0	6	3	0	0	11	12	12	2	4	0	2	0	6	10	12	3	3	12	1	10	12	12	10	1	12	7	6	0	4	0	2	10	4	1	0	0	9	2	0	8	2	9	8	6	12	10	5	1	1	12	10	12	0	8	10	8	6	6	0	5	11	2	0	0	12
235	CHATHAM 	2005	1	6/19	50	0.25	0.125	0.1	0.15	0.225	40	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	20	1	0	0	1	0	0	0	9	0	0	0	13	1	0	0	2	2	1	0	2	1	0	0	0	3	0	0	5	9	23	1	0	0	0	0	0	6	4	0	0	10	0	10	6	2	1	0	4	4	0	0	2	0	6	25	0	0	0	0	0	0	0	2	2	0	3	0	1	11	0	0	0	41	0	3	0	4	0	0	1	1	0	1	5	0	0	0	250
236	CHATHAM 	2005	2	5/22	22	0.3	0.15	0.1	0.275	0	42	0	2	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	15	1	0	0	0	0	0	2	6	0	0	0	5	1	0	1	2	3	1	0	0	1	0	0	1	0	0	0	6	4	15	1	2	0	0	0	3	10	18	0	2	20	0	11	8	6	6	0	2	3	7	0	2	0	1	17	4	1	0	0	1	0	0	1	0	5	4	1	7	11	1	0	0	26	3	15	0	1	0	3	6	0	0	4	13	0	0	0	299
237	CHATHAM 	2005	3	5/15	15	0.1	0.175	0.225	0.225	0	24	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	2	1	0	14	3	0	0	0	0	3	1	2	0	1	0	7	0	0	1	0	2	1	0	2	2	0	0	0	0	1	0	9	4	16	0	2	0	0	0	0	3	13	0	1	32	0	0	1	15	9	1	3	1	0	0	0	0	0	28	5	0	0	0	2	0	0	9	0	10	16	0	11	6	2	0	0	23	15	13	0	0	2	15	2	0	0	1	6	0	0	0	325
238	CHATHAM 	2005	4	5/30	30	0.275	0.025	0.225	0.275	0.075	6	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	4	0	1	0	0	0	1	6	0	0	1	1	0	0	1	0	5	2	0	2	5	0	0	2	1	0	0	11	2	27	0	0	0	0	0	8	3	12	0	0	14	0	15	4	11	4	3	3	1	4	0	1	0	0	2	3	1	0	0	5	0	0	4	0	12	2	0	12	15	2	0	0	23	3	10	0	0	3	3	6	0	0	0	6	1	0	0	279
239	CHATHAM 	2005	5	6/26	57	0.225	0.025	0.275	0.15	0.025	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	3	0	0	0	0	0	0	1	1	0	0	7	0	0	0	0	14	0	0	0	1	3	0	1	3	0	0	8	2	18	0	1	0	0	0	9	0	12	1	0	37	0	1	7	7	7	0	15	1	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	5	3	1	6	15	0	0	0	30	14	18	0	2	7	1	0	3	0	0	1	0	0	0	288
240	CHATHAM 	2005	6	6/1	32	0.1	0.025	0.25	0.35	0.025	6	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	5	0	20	0	0	0	0	0	0	0	12	0	0	0	7	1	0	0	0	4	0	0	4	0	3	0	0	0	0	0	2	9	27	0	0	0	4	0	5	1	11	2	1	13	0	4	10	6	2	1	3	2	15	10	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	1	11	19	2	0	0	46	1	36	0	5	24	26	2	1	0	0	1	10	0	0	382
241	CHATHAM 	2005	7	7/9	70	0.375	0.075	0	0.05	0.05	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	6	1	0	20	6	0	4	0	0	0	1	1	3	0	1	7	1	2	0	0	3	1	0	2	0	2	0	0	0	0	0	18	7	33	0	0	0	1	0	0	2	3	0	0	19	0	10	4	13	1	0	5	2	0	0	0	0	2	2	0	0	0	0	1	0	1	2	0	6	8	0	7	12	0	1	0	30	5	25	0	7	5	3	7	3	0	1	7	0	0	0	316
242	CHATHAM 	2005	8	6/26	57	0.275	0	0.075	0.35	0	5	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	9	2	0	0	0	0	0	2	6	0	0	0	4	1	0	0	0	3	1	0	1	0	2	0	2	1	0	0	8	2	49	0	3	0	1	0	0	3	2	1	0	10	0	4	7	10	4	0	4	2	0	0	0	0	0	0	2	0	0	0	11	0	0	0	0	6	1	0	3	9	0	1	0	25	0	9	0	0	1	3	1	0	0	0	7	0	0	0	230
243	CHATHAM 	2005	9	6/19	50	0.3	0.075	0	0.45	0.05	59	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	9	8	0	0	0	0	0	0	4	1	0	0	12	1	0	3	2	2	5	0	3	7	0	0	0	1	0	0	9	7	15	0	0	0	0	0	0	14	9	1	4	29	0	22	9	12	5	1	9	5	0	0	5	0	1	17	2	0	0	0	5	3	0	2	0	5	7	5	9	5	2	0	1	19	3	7	0	5	0	1	3	0	0	8	10	0	0	0	339
244	CHATHAM 	2005	10	6/19	50	0.225	0	0.125	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	2	0	0	1	3	0	0	0	6	0	0	1	2	1	1	0	0	0	1	0	0	0	0	0	8	4	13	0	0	4	0	0	0	5	3	0	0	7	0	4	4	10	0	0	7	1	2	0	0	0	6	4	2	0	0	0	2	0	0	4	0	6	3	0	4	10	2	0	0	8	0	3	0	0	2	1	0	0	0	0	5	2	0	0	166
245	CHATHAM 	2005	11	6/1	32	0.4	0.075	0.125	0.3	0	50	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	8	6	0	0	0	0	0	0	2	0	0	1	3	0	0	0	0	5	1	0	3	1	1	0	0	0	1	0	20	6	17	0	0	0	0	0	0	1	16	2	1	17	0	6	0	5	3	2	0	1	0	0	2	0	0	7	4	1	0	0	8	0	0	7	1	7	4	0	3	4	0	0	0	16	0	18	0	0	2	1	3	0	0	0	3	0	0	0	222
246	CHATHAM 	2005	12	6/12	43	0.375	0	0.15	0.2	0	17	0	1	0	0	0	0	0	7	0	1	0	0	0	0	0	0	4	0	0	15	8	0	0	0	0	0	0	4	1	0	0	10	1	0	0	0	10	1	0	0	0	0	0	0	3	0	0	6	4	19	0	0	0	0	0	8	5	4	0	0	21	0	4	22	4	8	0	14	0	10	0	1	0	0	0	2	0	0	0	3	0	0	4	0	3	2	0	8	7	1	0	0	21	5	6	0	4	7	17	5	3	0	3	6	3	0	0	306
247	CHATHAM 	2005	13	6/13	44	0.1	0.025	0.15	0.65	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	15	0	0	0	0	0	0	0	3	0	0	0	0	0	16	4	4	0	9	2	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	2	0	0	0	0	0	0	0	3	4	3	0	0	134
248	CHATHAM 	2005	14	5/30	30	0.375	0.225	0.1	0.225	0.025	27	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	14	2	0	0	0	0	0	0	4	0	0	0	4	0	1	0	1	1	0	0	1	2	0	0	0	0	0	0	1	2	11	0	2	0	0	0	0	7	9	0	2	13	0	6	3	1	1	0	2	2	2	0	0	0	0	9	0	0	0	0	2	0	0	1	1	0	4	0	10	9	0	0	0	11	3	8	0	0	0	65	10	1	0	2	2	0	0	0	237
249	CHATHAM 	2005	TOTALSP	X	582	0.2975	0.085	0.1775	0.31	0.0425	303	1	7	3	1	2	15	0	7	0	1	0	0	11	3	1	1	15	9	0	187	44	0	6	3	0	3	9	71	6	1	3	86	7	3	7	9	55	15	0	21	20	12	0	6	12	2	0	111	68	298	2	10	4	6	0	33	60	119	7	11	242	0	97	101	106	55	8	80	27	60	10	13	0	16	111	24	3	0	0	43	3	1	41	4	67	59	8	92	133	12	2	1	339	52	173	0	28	53	139	46	12	0	23	76	19	0	0	3773
250	CHATHAM 	2005	FREQSP	X	14	X	X	X	X	X	13	1	6	3	1	2	4	0	1	0	1	0	0	8	2	1	1	4	5	0	14	11	0	3	2	0	1	7	14	4	1	3	13	7	2	5	5	13	10	0	10	8	6	0	4	6	2	0	13	14	14	2	5	1	3	0	5	12	14	5	6	13	0	12	13	14	13	5	13	13	7	1	6	0	5	9	8	3	0	0	12	1	1	11	3	11	13	4	13	13	7	2	1	14	9	14	0	7	9	12	11	6	0	8	14	5	0	0	14
251	CHATHAM 	2006	1	6/18	49	0.325	0.1	0.125	0.375	0.05	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	12	1	0	2	4	1	0	0	2	1	0	0	0	1	0	0	5	3	47	9	0	0	0	0	0	7	14	0	1	28	0	9	6	10	0	2	7	3	10	0	1	0	5	27	1	0	0	0	7	0	0	0	3	1	2	2	4	2	0	0	0	24	0	9	0	0	0	4	5	0	0	0	9	0	0	0	300
252	CHATHAM 	2006	2	6/13	44	0.325	0.15	0.1	0.325	0	264	0	1	1	1	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	3	0	2	0	0	0	4	0	0	0	1	2	0	1	0	0	0	0	0	0	0	7	7	19	1	3	0	0	0	0	4	9	0	1	19	0	11	7	3	7	1	5	1	0	0	1	0	0	6	2	0	0	0	5	0	0	0	1	3	4	4	8	11	0	0	0	20	4	15	0	1	0	7	4	0	0	3	9	0	0	0	245
253	CHATHAM 	2006	3	6/18	49	0.1	0.175	0.25	0.2	0	10	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	1	1	0	15	2	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	12	1	11	0	0	0	0	0	1	4	13	0	0	31	0	0	3	5	7	0	7	1	2	0	0	0	0	13	2	0	0	0	0	0	0	5	1	7	6	4	18	7	2	0	0	9	10	15	0	0	0	3	0	4	0	0	1	0	0	0	237
254	CHATHAM 	2006	4	6/18	49	0.275	0.075	0.225	0.325	0.075	6	0	0	0	0	5	0	1	0	0	0	0	0	2	0	0	0	1	0	0	26	1	0	0	0	0	0	1	11	0	0	0	2	3	1	2	0	8	0	0	4	0	1	0	1	0	0	0	4	7	43	0	0	0	0	0	9	4	5	1	0	20	0	9	2	8	5	0	11	0	4	0	0	0	0	1	3	0	0	0	1	0	0	3	2	7	0	1	9	11	0	0	0	22	7	15	0	0	1	5	0	1	0	0	2	0	0	0	293
255	CHATHAM 	2006	5	6/10	41	0.325	0	0.275	0.375	0	3	0	0	1	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	19	3	0	0	0	0	0	0	8	2	0	0	10	4	0	0	1	9	0	0	6	8	8	0	0	1	0	0	4	9	48	0	11	0	0	0	3	9	19	2	0	28	0	4	20	1	1	3	16	4	19	0	0	0	0	4	0	3	0	0	3	0	0	4	0	4	3	2	9	41	0	0	0	40	8	13	0	2	20	13	6	2	0	0	20	0	0	0	483
256	CHATHAM 	2006	6	6/11	42	0.15	0.025	0.3	0.5	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	1	0	0	0	0	0	0	2	0	0	0	3	6	0	1	0	6	0	0	1	1	1	0	0	2	0	0	6	0	38	0	0	0	1	0	3	3	6	0	0	24	0	6	3	3	8	0	7	0	3	0	0	0	0	7	1	0	0	0	1	0	0	0	0	3	1	1	12	13	1	0	0	35	1	28	0	5	18	14	1	0	0	0	8	3	0	0	308
257	CHATHAM 	2006	7	6/24	55	0.375	0.075	0.15	0.1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	11	2	0	0	0	0	0	0	0	3	0	0	3	0	0	0	3	2	2	0	0	0	4	0	3	1	0	0	20	2	20	0	0	0	0	0	3	2	2	0	1	22	0	3	2	10	0	0	6	2	0	0	0	0	0	8	0	0	0	0	2	0	1	3	0	5	6	4	6	5	1	3	0	36	4	14	0	3	4	4	3	1	0	0	1	0	0	0	245
258	CHATHAM 	2006	8	6/18	49	0.3	0	0.1	0.35	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	19	6	0	0	0	0	0	1	0	0	0	0	10	3	0	0	0	3	0	0	2	2	1	0	0	0	0	0	8	1	32	2	0	0	0	0	14	3	5	1	0	15	0	7	15	7	0	0	7	1	0	0	3	0	5	9	0	0	0	0	4	0	0	7	0	8	5	0	2	9	2	0	0	21	0	10	0	0	6	1	3	0	0	0	8	0	0	0	272
259	CHATHAM 	2006	9	6/24	55	0.3	0.075	0.025	0.5	0.1	35	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	4	0	0	0	0	0	0	4	1	0	0	4	2	0	1	1	6	1	0	1	3	0	0	2	1	0	0	12	12	26	0	0	0	0	0	0	11	13	0	3	30	0	18	4	13	1	0	2	4	1	0	3	0	2	19	0	1	0	0	5	1	0	0	3	3	4	9	13	8	0	0	0	39	0	4	0	0	1	3	0	1	0	6	26	0	0	0	341
